"STATION","NAME","DATE","AWND","CDSD","CLDD","DP01","DP10","DSND","DSNW","DT00","DT32","DX32","DX70","DX90","EMNT","EMSD","EMSN","EMXP","EMXT","HDSD","HTDD","PRCP","SNOW","TAVG","TMAX","TMIN","WDF2","WDF5","WSF2","WSF5"
"US1NJHD0002","KEARNY 1.7 NW, NJ US","2021-05",,,,"12","10",,,,,,,,,,,"1.25",,,,"5.98",,,,,,,,
"US1NJHD0002","KEARNY 1.7 NW, NJ US","2021-06",,,,"10","4",,,,,,,,,,,"1.97",,,,"3.26",,,,,,,,
"US1NJHD0002","KEARNY 1.7 NW, NJ US","2021-07",,,,"17","12",,,,,,,,,,,"2.41",,,,"9.67",,,,,,,,
"US1NJHD0002","KEARNY 1.7 NW, NJ US","2021-08",,,,"10","9",,,,,,,,,,,"2.49",,,,"7.31",,,,,,,,
"US1NJHD0002","KEARNY 1.7 NW, NJ US","2021-09",,,,"8","6",,,,,,,,,,,"7.12",,,,"10.45",,,,,,,,
"US1NJHD0002","KEARNY 1.7 NW, NJ US","2021-10",,,,"9","7",,,,,,,,,,,"4.41",,,,"6.44",,,,,,,,
"US1NJHD0002","KEARNY 1.7 NW, NJ US","2021-11",,,,"11","3",,,,,,,,,,,"0.61",,,,"1.31",,,,,,,,
"US1NJHD0002","KEARNY 1.7 NW, NJ US","2021-12",,,,"13","5",,,,,,,,,,,"0.26",,,,"1.33",,,,,,,,
"US1NYNS0030","PLAINEDGE 0.4 WSW, NY US","2020-01",,,,"6","3",,,,,,,,,,,"1.22",,,,"2.53",,,,,,,,
"US1NYNS0030","PLAINEDGE 0.4 WSW, NY US","2020-02",,,,"14","7",,,,,,,,,,,"1.16",,,,"4.15",,,,,,,,
"US1NYNS0030","PLAINEDGE 0.4 WSW, NY US","2020-03",,,,"14","7",,,,,,,,,,,"1.46",,,,"4.56",,,,,,,,
"US1NYNS0030","PLAINEDGE 0.4 WSW, NY US","2020-04",,,,"17","12",,,,,,,,,,,"0.89",,,,"4.54",,,,,,,,
"US1NYNS0030","PLAINEDGE 0.4 WSW, NY US","2020-05",,,,"11","5",,,,,,,,,,,"0.79",,,,"2.28",,,,,,,,
"US1NYNS0030","PLAINEDGE 0.4 WSW, NY US","2020-06",,,,"9","6",,,,,,,,,,,"0.72",,,,"2.84",,,,,,,,
"US1NYNS0030","PLAINEDGE 0.4 WSW, NY US","2020-07",,,,"14","9",,,,,,,,,,,"1.25",,,,"5.59",,,,,,,,
"US1NYNS0030","PLAINEDGE 0.4 WSW, NY US","2020-09",,,,"8","4",,,,,,,,,,,"2.83",,,,"4.69",,,,,,,,
"US1NYNS0030","PLAINEDGE 0.4 WSW, NY US","2020-10",,,,"18","8",,,,,,,,,,,"1.68",,,,"5.82",,,,,,,,
"US1NYQN0033","HOWARD BEACH 0.4 NNW, NY US","2020-03",,,,"12","8",,,,,,,,,,,"1.72",,,,"5.03",,,,,,,,
"US1NYQN0033","HOWARD BEACH 0.4 NNW, NY US","2020-04",,,,"14","11",,,,,,,,,,,"1.46",,,,"4.62",,,,,,,,
"US1NYQN0033","HOWARD BEACH 0.4 NNW, NY US","2020-05",,,,"10","6",,,,,,,,,,,"0.54",,,,"1.97",,,,,,,,
"US1NYQN0033","HOWARD BEACH 0.4 NNW, NY US","2020-06",,,,"9","9",,,,,,,,,,,"0.56",,,,"3.04",,,,,,,,
"US1NYQN0033","HOWARD BEACH 0.4 NNW, NY US","2020-07",,,,"13","9",,,,,,,,,,,"3.28",,,,"7.70",,,,,,,,
"US1NYQN0033","HOWARD BEACH 0.4 NNW, NY US","2020-08",,,,"14","9",,,,,,,,,,,"0.88",,,,"3.74",,,,,,,,
"US1NYQN0033","HOWARD BEACH 0.4 NNW, NY US","2020-09",,,,"7","5",,,,,,,,,,,"1.09",,,,"3.65",,,,,,,,
"US1NYQN0033","HOWARD BEACH 0.4 NNW, NY US","2020-10",,,,"13","6",,,,,,,,,,,"2.48",,,,"7.51",,,,,,,,
"US1NYQN0033","HOWARD BEACH 0.4 NNW, NY US","2020-11",,,,"9","8",,,,,,,,,,,"1.17",,,,"4.33",,,,,,,,
"US1NYQN0033","HOWARD BEACH 0.4 NNW, NY US","2020-12",,,,"7","6",,,,,,,,,,,"1.26",,,,"4.06",,,,,,,,
"US1NYQN0033","HOWARD BEACH 0.4 NNW, NY US","2021-01",,,,"5","4",,,,,,,,,,,"1.75",,,,"3.26",,,,,,,,
"US1NYQN0033","HOWARD BEACH 0.4 NNW, NY US","2021-02",,,,"8","7",,"6",,,,,,,,"14.0","0.92",,,,"3.21","30.7",,,,,,,
"US1NYQN0033","HOWARD BEACH 0.4 NNW, NY US","2021-03",,,,"4","4",,,,,,,,,,,"1.21",,,,"3.48",,,,,,,,
"US1NYQN0033","HOWARD BEACH 0.4 NNW, NY US","2021-04",,,,"10","8",,,,,,,,,,,"1.24",,,,"4.48",,,,,,,,
"US1NYQN0033","HOWARD BEACH 0.4 NNW, NY US","2021-05",,,,"8","6",,,,,,,,,,,"1.39",,,,"4.44",,,,,,,,
"US1NYQN0033","HOWARD BEACH 0.4 NNW, NY US","2021-06",,,,"9","6",,,,,,,,,,,"0.72",,,,"2.81",,,,,,,,
"US1NYQN0033","HOWARD BEACH 0.4 NNW, NY US","2021-07",,,,"15","12",,,,,,,,,,,"1.66",,,,"6.54",,,,,,,,
"US1NYQN0033","HOWARD BEACH 0.4 NNW, NY US","2021-08",,,,"12","9",,,,,,,,,,,"3.65",,,,"10.33",,,,,,,,
"US1NYQN0033","HOWARD BEACH 0.4 NNW, NY US","2021-09",,,,"9","6",,,,,,,,,,,"4.96",,,,"7.29",,,,,,,,
"US1NYQN0033","HOWARD BEACH 0.4 NNW, NY US","2021-10",,,,"8","7",,,,,,,,,,,"2.46",,,,"6.10",,,,,,,,
"US1NYQN0033","HOWARD BEACH 0.4 NNW, NY US","2021-11",,,,"9","4",,,,,,,,,,,"0.32",,,,"0.88",,,,,,,,
"US1NYQN0033","HOWARD BEACH 0.4 NNW, NY US","2021-12",,,,"16","8",,,,,,,,,,,"0.58",,,,"2.27",,,,,,,,
"US1NJMD0070","NEW BRUNSWICK 1.8 E, NJ US","2020-01",,,,"9","3",,,,,,,,,,,"1.17",,,,"1.89",,,,,,,,
"US1NJMD0070","NEW BRUNSWICK 1.8 E, NJ US","2020-02",,,,"14","8",,,,,,,,,,,"0.64",,,,"2.76",,,,,,,,
"US1NJMD0070","NEW BRUNSWICK 1.8 E, NJ US","2020-03",,,,"12","8",,,,,,,,,,,"1.30",,,,"4.22",,,,,,,,
"US1NJMD0070","NEW BRUNSWICK 1.8 E, NJ US","2020-04",,,,"13","8",,,,,,,,,,,"0.91",,,,"3.80",,,,,,,,
"US1NJMD0070","NEW BRUNSWICK 1.8 E, NJ US","2020-05",,,,"14","8",,,,,,,,,,,"0.56",,,,"2.50",,,,,,,,
"US1NJMD0070","NEW BRUNSWICK 1.8 E, NJ US","2020-06",,,,"7","5",,,,,,,,,,,"1.09",,,,"2.76",,,,,,,,
"US1NJMD0070","NEW BRUNSWICK 1.8 E, NJ US","2020-07",,,,"14","11",,,,,,,,,,,"2.38",,,,"10.81",,,,,,,,
"US1NJMD0070","NEW BRUNSWICK 1.8 E, NJ US","2020-08",,,,,,,,,,,,,,,,,,,,"5.45",,,,,,,,
"US1NJMD0070","NEW BRUNSWICK 1.8 E, NJ US","2020-09",,,,"6","5",,,,,,,,,,,"1.99",,,,"4.74",,,,,,,,
"US1NJMD0070","NEW BRUNSWICK 1.8 E, NJ US","2020-10",,,,"13","8",,,,,,,,,,,"1.98",,,,"5.45",,,,,,,,
"US1NJMD0070","NEW BRUNSWICK 1.8 E, NJ US","2020-11",,,,"8","7",,,,,,,,,,,"0.87",,,,"3.19",,,,,,,,
"US1NJMD0070","NEW BRUNSWICK 1.8 E, NJ US","2020-12",,,,"10","8",,,,,,,,,,,"1.12",,,,"5.22",,,,,,,,
"US1NJMD0070","NEW BRUNSWICK 1.8 E, NJ US","2021-01",,,,"4","4",,"0",,,,,,,,"0.2","0.91",,,,"2.10","0.2",,,,,,,
"US1NJMD0070","NEW BRUNSWICK 1.8 E, NJ US","2021-02",,,,"10","8",,,,,,,,,,,"1.63",,,,"5.73",,,,,,,,
"US1NJMD0070","NEW BRUNSWICK 1.8 E, NJ US","2021-03",,,,"4","3",,,,,,,,,,,"0.90",,,,"1.91",,,,,,,,
"US1NJMD0070","NEW BRUNSWICK 1.8 E, NJ US","2021-04",,,,"10","5",,,,,,,,,,,"0.73",,,,"2.29",,,,,,,,
"US1NJMD0070","NEW BRUNSWICK 1.8 E, NJ US","2021-06",,,,,,,,,,,,,,,,,,,,"2.78",,,,,,,,
"US1NJMD0070","NEW BRUNSWICK 1.8 E, NJ US","2021-07",,,,,,,,,,,,,,,,,,,,"5.16",,,,,,,,
"US1NJMD0070","NEW BRUNSWICK 1.8 E, NJ US","2021-09",,,,"8","7",,,,,,,,,,,"7.07",,,,"9.90",,,,,,,,
"US1NJMD0070","NEW BRUNSWICK 1.8 E, NJ US","2021-10",,,,"9","6",,,,,,,,,,,"4.12",,,,"6.78",,,,,,,,
"US1NJMD0070","NEW BRUNSWICK 1.8 E, NJ US","2021-11",,,,"6","4",,,,,,,,,,,"0.27",,,,"0.87",,,,,,,,
"US1NYNS0034","WANTAGH 0.3 ESE, NY US","2020-01",,,,"11","4","0","1",,,,,,,"0","1.5","1.20",,,,"2.31","1.5",,,,,,,
"US1NYNS0034","WANTAGH 0.3 ESE, NY US","2020-02",,,,"10","7",,"0",,,,,,,,"0.0","1.00",,,,"3.59","0.0",,,,,,,
"US1NYNS0034","WANTAGH 0.3 ESE, NY US","2020-03",,,,"12","6","0","0",,,,,,,"0","0.0","1.29",,,,"4.13","0.0",,,,,,,
"US1NYNS0034","WANTAGH 0.3 ESE, NY US","2020-04",,,,"17","11","0","0",,,,,,,"0","0.0","0.56",,,,"3.39","0.0",,,,,,,
"US1NYNS0034","WANTAGH 0.3 ESE, NY US","2020-05",,,,"11","8","0","0",,,,,,,"0","0.0","0.61",,,,"2.24","0.0",,,,,,,
"US1NYNS0034","WANTAGH 0.3 ESE, NY US","2020-06",,,,"8","7","0","0",,,,,,,"0","0.0","1.00",,,,"2.67","0.0",,,,,,,
"US1NYNS0034","WANTAGH 0.3 ESE, NY US","2020-07",,,,"8","6","0","0",,,,,,,"0","0.0","1.15",,,,"4.17","0.0",,,,,,,
"US1NYNS0034","WANTAGH 0.3 ESE, NY US","2020-08",,,,"15","8","0","0",,,,,,,"0","0.0","1.51",,,,"4.20","0.0",,,,,,,
"US1NYNS0034","WANTAGH 0.3 ESE, NY US","2020-09",,,,"8","4","0","0",,,,,,,"0","0.0","5.18",,,,"6.67","0.0",,,,,,,
"US1NYNS0034","WANTAGH 0.3 ESE, NY US","2020-10",,,,"17","8","0","0",,,,,,,"0","0.0","1.58",,,,"5.40","0.0",,,,,,,
"US1NYNS0034","WANTAGH 0.3 ESE, NY US","2020-11",,,,"8","7","0","0",,,,,,,"0","0.0","1.06",,,,"3.75","0.0",,,,,,,
"US1NYNS0034","WANTAGH 0.3 ESE, NY US","2020-12",,,,"8","7","1","1",,,,,,,"5","5.0","1.10",,,,"4.49","5.0",,,,,,,
"US1NYNS0034","WANTAGH 0.3 ESE, NY US","2021-01",,,,"5","5","0","0",,,,,,,"0","0.0","1.15",,,,"2.29","0.0",,,,,,,
"US1NYNS0034","WANTAGH 0.3 ESE, NY US","2021-02",,,,"7","7",,"2",,,,,,,,"10.0","0.95",,,,"3.48","14.5",,,,,,,
"US1NYNS0034","WANTAGH 0.3 ESE, NY US","2021-03",,,,"5","4","0","0",,,,,,,"0","0.0","0.90",,,,"3.00","0.0",,,,,,,
"US1NYNS0034","WANTAGH 0.3 ESE, NY US","2021-04",,,,"9","7","0","0",,,,,,,"0","0.0","1.34",,,,"4.45","0.0",,,,,,,
"US1NYNS0034","WANTAGH 0.3 ESE, NY US","2021-06",,,,"9","4","0","0",,,,,,,"0","0.0","0.63",,,,"1.92","0.0",,,,,,,
"US1NYNS0034","WANTAGH 0.3 ESE, NY US","2021-07",,,,"15","13","0","0",,,,,,,"0","0.0","3.65",,,,"8.47","0.0",,,,,,,
"US1NYNS0034","WANTAGH 0.3 ESE, NY US","2021-08",,,,"11","10","0","0",,,,,,,"0","0.0","3.46",,,,"10.54","0.0",,,,,,,
"US1NYNS0034","WANTAGH 0.3 ESE, NY US","2021-09",,,,"9","6","0","0",,,,,,,"0","0.0","2.38",,,,"5.01","0.0",,,,,,,
"US1NYNS0034","WANTAGH 0.3 ESE, NY US","2021-10",,,,"11","7","0","0",,,,,,,"0","0.0","2.18",,,,"4.67","0.0",,,,,,,
"US1NYNS0034","WANTAGH 0.3 ESE, NY US","2021-11",,,,"7","5","0","0",,,,,,,"0","0.0","0.25",,,,"0.95","0.0",,,,,,,
"US1NYNS0034","WANTAGH 0.3 ESE, NY US","2021-12",,,,"10","4","0","0",,,,,,,"0","0.0","0.39",,,,"1.37","0.0",,,,,,,
"US1NYQN0036","QUEENS 4.7 SW, NY US","2020-07",,,,"11","8",,,,,,,,,,,"2.12",,,,"5.76",,,,,,,,
"US1NYQN0036","QUEENS 4.7 SW, NY US","2020-08",,,,"10","7",,,,,,,,,,,"0.67",,,,"2.99",,,,,,,,
"US1NYQN0036","QUEENS 4.7 SW, NY US","2020-09",,,,"8","5",,,,,,,,,,,"1.11",,,,"3.41",,,,,,,,
"US1NYNS0036","SYOSSET 2.0 SSW, NY US","2020-01",,,,"10","7",,,,,,,,,,,"1.08",,,,"2.98",,,,,,,,
"US1NYNS0036","SYOSSET 2.0 SSW, NY US","2020-02",,,,"15","9",,,,,,,,,,,"1.31",,,,"3.85",,,,,,,,
"US1NYNS0036","SYOSSET 2.0 SSW, NY US","2020-03",,,,"14","8",,,,,,,,,,,"1.38",,,,"4.48",,,,,,,,
"US1NYNS0036","SYOSSET 2.0 SSW, NY US","2020-04",,,,"17","12",,,,,,,,,,,"1.12",,,,"4.87",,,,,,,,
"US1NYNS0036","SYOSSET 2.0 SSW, NY US","2020-07",,,,"14","6",,,,,,,,,,,"1.53",,,,"4.66",,,,,,,,
"US1NYQN0037","QUEENS 3.7 N, NY US","2020-07",,,,"10","5",,,,,,,,,,,"1.61",,,,"4.44",,,,,,,,
"US1NYQN0037","QUEENS 3.7 N, NY US","2020-09",,,,"6","5",,,,,,,,,,,"1.50",,,,"4.13",,,,,,,,
"US1NYQN0037","QUEENS 3.7 N, NY US","2020-10",,,,"9","5",,,,,,,,,,,"2.05",,,,"3.35",,,,,,,,
"US1NYQN0037","QUEENS 3.7 N, NY US","2020-11",,,,"6","6",,,,,,,,,,,"0.72",,,,"3.32",,,,,,,,
"US1NYQN0037","QUEENS 3.7 N, NY US","2020-12",,,,"8","6",,,,,,,,,,,"1.34",,,,"4.07",,,,,,,,
"US1NYQN0037","QUEENS 3.7 N, NY US","2021-01",,,,"6","4",,,,,,,,,,,"1.02",,,,"2.07",,,,,,,,
"US1NYQN0037","QUEENS 3.7 N, NY US","2021-03",,,,"5","4",,,,,,,,,,,"0.82",,,,"2.66",,,,,,,,
"US1NYQN0037","QUEENS 3.7 N, NY US","2021-04",,,,"8","4",,,,,,,,,,,"0.94",,,,"3.41",,,,,,,,
"US1NYQN0037","QUEENS 3.7 N, NY US","2021-05",,,,"12","7",,,,,,,,,,,"0.90",,,,"3.93",,,,,,,,
"US1NYQN0037","QUEENS 3.7 N, NY US","2021-06",,,,"7","5",,,,,,,,,,,"0.68",,,,"1.92",,,,,,,,
"US1NYQN0037","QUEENS 3.7 N, NY US","2021-07",,,,,,,,,,,,,,,,,,,,"10.54",,,,,,,,
"US1NYQN0037","QUEENS 3.7 N, NY US","2021-09",,,,,,,,,,,,,,,,,,,,"8.63",,,,,,,,
"US1NYNS0037","WANTAGH 1.1 NNE, NY US","2020-01",,,,"10","4",,,,,,,,,,,"1.21",,,,"2.37",,,,,,,,
"US1NYNS0037","WANTAGH 1.1 NNE, NY US","2020-02",,,,"12","8",,,,,,,,,,,"1.00",,,,"3.48",,,,,,,,
"US1NYNS0037","WANTAGH 1.1 NNE, NY US","2020-03",,,,,,,,,,,,,,,,,,,,"4.21",,,,,,,,
"US1NYNS0037","WANTAGH 1.1 NNE, NY US","2020-04",,,,"16","11",,,,,,,,,,,"0.69",,,,"3.65",,,,,,,,
"US1NYNS0037","WANTAGH 1.1 NNE, NY US","2020-05",,,,"15","6",,,,,,,,,,,"0.63",,,,"1.96",,,,,,,,
"US1NYNS0037","WANTAGH 1.1 NNE, NY US","2020-06",,,,"10","6",,,,,,,,,,,"0.84",,,,"2.76",,,,,,,,
"US1NYNS0037","WANTAGH 1.1 NNE, NY US","2020-07",,,,"15","9",,,,,,,,,,,"1.16",,,,"5.44",,,,,,,,
"US1NYNS0037","WANTAGH 1.1 NNE, NY US","2020-08",,,,"17","11",,,,,,,,,,,"0.66",,,,"3.34",,,,,,,,
"US1NYNS0037","WANTAGH 1.1 NNE, NY US","2020-09",,,,"8","5",,,,,,,,,,,"3.69",,,,"5.90",,,,,,,,
"US1NYNS0037","WANTAGH 1.1 NNE, NY US","2020-10",,,,"18","8",,,,,,,,,,,"1.68",,,,"5.41",,,,,,,,
"US1NYNS0037","WANTAGH 1.1 NNE, NY US","2020-11",,,,"10","7",,,,,,,,,,,"0.94",,,,"3.93",,,,,,,,
"US1NYNS0037","WANTAGH 1.1 NNE, NY US","2020-12",,,,"12","8",,,,,,,,,,,"1.43",,,,"5.36",,,,,,,,
"US1NYNS0037","WANTAGH 1.1 NNE, NY US","2021-01",,,,"6","4",,"0",,,,,,,,"0.7","1.23",,,,"2.27","0.7",,,,,,,
"US1NYNS0037","WANTAGH 1.1 NNE, NY US","2021-02",,,,"11","6",,"5",,,,,,,,"9.5","1.26",,,,"3.64","24.8",,,,,,,
"US1NYNS0037","WANTAGH 1.1 NNE, NY US","2021-03",,,,"6","4",,,,,,,,,,,"0.99",,,,"3.12",,,,,,,,
"US1NYNS0037","WANTAGH 1.1 NNE, NY US","2021-04",,,,,,,,,,,,,,,,,,,,"4.39",,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2020-01","7.8","0","0","9","4",,,"0","18","0","1","0","19",,,"1.43","70","2527","807","2.42",,"39.0","46.8","31.1","300","310","33.1","48"
"USW00094741","TETERBORO AIRPORT, NJ US","2020-02","7.4","0","0","10","8",,,"0","16","1","0","0","12",,,"0.49","61","3292","765","2.43",,"38.6","46.4","30.9","280","280","35.1","51"
"USW00094741","TETERBORO AIRPORT, NJ US","2020-03","7.8","0","0","11","7",,,"0","6","0","3","0","23",,,"0.93","77","3866","574","3.56",,"46.5","55.0","37.9","270","270","29.1","41"
"USW00094741","TETERBORO AIRPORT, NJ US","2020-04","9.2","0","0","14","9",,,"0","1","0","0","0","30",,,"1.81","67","4356","490","4.50",,"48.7","56.9","40.4","170","180","32.0","49"
"USW00094741","TETERBORO AIRPORT, NJ US","2020-05","8.1","45","45","11","5",,,"0","0","0","13","0","33",,,"0.78","85","4565","209","2.44",,"59.7","69.3","50.2","270","290","33.1","48"
"USW00094741","TETERBORO AIRPORT, NJ US","2020-06","6.5","291","246","8","7",,,"0","0","0","30","2","47",,,"1.33","91","4575","10","2.52",,"72.9","82.5","63.2","320","330","23.0","33"
"USW00094741","TETERBORO AIRPORT, NJ US","2020-07","6.0","764","473","12","7",,,"0","0","0","31","16","66",,,"2.89","96","0","0","7.27",,"80.3","88.9","71.6","250","230","35.1","47"
"USW00094741","TETERBORO AIRPORT, NJ US","2020-08","6.3","1125","361","13","11",,,"0","0","0","31","8","58",,,"1.25","92","0","0","4.54",,"76.6","85.1","68.2","140","150","40.0","56"
"USW00094741","TETERBORO AIRPORT, NJ US","2020-09","6.0","1254","129","8","6",,,"0","0","0","26","0","42",,,"1.00","87","53","53","2.71",,"67.5","76.7","58.4","170","200","31.1","50"
"USW00094741","TETERBORO AIRPORT, NJ US","2020-10","5.8","1261","6","12","6",,,"0","1","0","11","0","30",,,"1.60","77","321","268","5.46",,"56.6","64.7","48.5","280","310","23.0","34"
"USW00094741","TETERBORO AIRPORT, NJ US","2020-11","6.7","1261","0","8","8",,,"0","4","0","6","0","25",,,"1.25","75","786","465","4.23",,"49.5","60.0","39.0","170","170","31.1","45"
"USW00094741","TETERBORO AIRPORT, NJ US","2020-12","8.3","1261","0","10","7",,,"0","21","5","0","0","16",,,"0.96","63","1663","877","3.61",,"36.7","44.1","29.2","160","160","44.1","67"
"USW00094741","TETERBORO AIRPORT, NJ US","2021-01","7.8","0","0","9","5",,,"0","25","3","0","0","14",,,"0.82","51","2651","988","2.52",,"33.1","39.3","26.9","310","320","32.0","46"
"USW00094741","TETERBORO AIRPORT, NJ US","2021-02","7.4","0","0","15","8",,,"0","25","8","0","0","14",,,"1.73","53","3579","927","4.81",,"31.9","38.0","25.7","330","260","25.1","35"
"USW00094741","TETERBORO AIRPORT, NJ US","2021-03","8.5","2","2","8","5",,,"0","15","0","2","0","21",,,"0.99","81","4229","650","2.98",,"44.1","53.4","34.8","270","270","33.1","50"
"USW00094741","TETERBORO AIRPORT, NJ US","2021-04","7.8","7","5","9","4",,,"0","2","0","10","0","27",,,"0.69","86","4582","353","2.26",,"53.0","63.4","42.5","280","280","33.1","49"
"USW00094741","TETERBORO AIRPORT, NJ US","2021-05","7.2","62","55","11","8",,,"0","0","0","17","0","40",,,"1.48","89","4755","173","5.42",,"61.2","71.7","50.8","250","210","33.1","48"
"USW00094741","TETERBORO AIRPORT, NJ US","2021-06","6.7","316","254","9","5",,,"0","0","0","30","9","50",,,"1.66","98","4759","4","3.86",,"73.4","83.8","63.0","270","270","25.9","35"
"USW00094741","TETERBORO AIRPORT, NJ US","2021-07","5.8","651","335","13","11",,,"0","0","0","29","6","55",,,"2.39","95","2","2","8.67",,"76.1","84.8","67.4","230","230","63.1","63"
"USW00094741","TETERBORO AIRPORT, NJ US","2021-08","5.8","1019","368","13","10",,,"0","0","0","31","6","60",,,"2.52","96","2","0","7.27",,"76.9","84.7","69.1","310","320","36.0","46"
"USW00094741","TETERBORO AIRPORT, NJ US","2021-09","6.9","1159","140","12","5",,,"0","0","0","28","0","51",,,"6.97","88","14","12","9.28",,"69.3","78.0","60.6","300","300","44.1","58"
"USW00094741","TETERBORO AIRPORT, NJ US","2021-10","6.0","1189","30","12","7",,,"0","0","0","16","0","41",,,"3.12","85","144","130","5.68",,"61.8","70.5","53.0","90","90","28.0","42"
"USW00094741","TETERBORO AIRPORT, NJ US","2021-11","6.3","1189","0","9","3",,,"0","13","0","3","0","24",,,"0.61","71","768","624","1.13",,"44.2","53.9","34.5","280","280","32.0","42"
"USW00094741","TETERBORO AIRPORT, NJ US","2021-12","6.5","1189","0","13","5",,,"0","13","0","0","0","23",,,"0.20","68","1477","709","1.10",,"42.1","49.4","34.8","310","300","32.0","45"
"US1NJBG0043","MAYWOOD 0.2 SW, NJ US","2021-09",,,,"7","3",,,,,,,,,,,"0.12",,,,"0.56",,,,,,,,
"US1NJBG0043","MAYWOOD 0.2 SW, NJ US","2021-10",,,,"12","7",,,,,,,,,,,"0.76",,,,"2.28",,,,,,,,
"US1NJBG0043","MAYWOOD 0.2 SW, NJ US","2021-11",,,,"6","3",,,,,,,,,,,"0.65",,,,"1.43",,,,,,,,
"US1NJBG0043","MAYWOOD 0.2 SW, NJ US","2021-12",,,,"17","5",,,,,,,,,,,"0.18",,,,"1.30",,,,,,,,
"USC00066655","PUTNAM LAKE, CT US","2020-05",,,,"12","7",,,,,,,,,,,"0.73",,,,"2.29",,,,,,,,
"USC00066655","PUTNAM LAKE, CT US","2020-06",,,,"6","4",,,,,,,,,,,"0.70",,,,"1.87",,,,,,,,
"USC00066655","PUTNAM LAKE, CT US","2020-07",,,,"11","8",,,,,,,,,,,"1.28",,,,"5.81",,,,,,,,
"USC00066655","PUTNAM LAKE, CT US","2020-08",,,,"11","10",,,,,,,,,,,"0.97",,,,"3.75",,,,,,,,
"USC00066655","PUTNAM LAKE, CT US","2020-09",,,,"6","6",,,,,,,,,,,"1.68",,,,"3.97",,,,,,,,
"USC00066655","PUTNAM LAKE, CT US","2020-11",,,,"9","7",,,,,,,,,,,"1.15",,,,"3.45",,,,,,,,
"USC00066655","PUTNAM LAKE, CT US","2020-12",,,,"11","8",,,,,,,,,,,"1.38",,,,"4.93",,,,,,,,
"USC00066655","PUTNAM LAKE, CT US","2021-01",,,,"4","4",,,,,,,,,,,"1.02",,,,"1.76",,,,,,,,
"USC00066655","PUTNAM LAKE, CT US","2021-02",,,,"10","7",,,,,,,,,,,"1.24",,,,"3.98",,,,,,,,
"USC00066655","PUTNAM LAKE, CT US","2021-03",,,,"4","4",,,,,,,,,,,"0.78",,,,"2.33",,,,,,,,
"USC00066655","PUTNAM LAKE, CT US","2021-04",,,,"10","7",,,,,,,,,,,"1.30",,,,"3.77",,,,,,,,
"USC00066655","PUTNAM LAKE, CT US","2021-05",,,,"9","7",,,,,,,,,,,"1.28",,,,"5.39",,,,,,,,
"USC00066655","PUTNAM LAKE, CT US","2021-06",,,,"8","7",,,,,,,,,,,"0.67",,,,"2.54",,,,,,,,
"USC00066655","PUTNAM LAKE, CT US","2021-07",,,,"17","12",,,,,,,,,,,"2.64",,,,"9.14",,,,,,,,
"USC00066655","PUTNAM LAKE, CT US","2021-08",,,,"11","6",,,,,,,,,,,"1.51",,,,"4.25",,,,,,,,
"USC00066655","PUTNAM LAKE, CT US","2021-09",,,,"8","6",,,,,,,,,,,"7.96",,,,"10.93",,,,,,,,
"USC00066655","PUTNAM LAKE, CT US","2021-10",,,,"6","6",,,,,,,,,,,"5.68",,,,"7.65",,,,,,,,
"USC00066655","PUTNAM LAKE, CT US","2021-11",,,,"7","3",,,,,,,,,,,"0.61",,,,"1.37",,,,,,,,
"USC00066655","PUTNAM LAKE, CT US","2021-12",,,,"14","7",,,,,,,,,,,"0.49",,,,"2.25",,,,,,,,
"USW00094745","WESTCHESTER CO AIRPORT, NY US","2020-01","8.5","0","0","9","5",,,"0","22","4","0","0","13",,,"1.20","66","2771","918","2.02",,"35.4","42.8","28.0","320","320","36.9","51"
"USW00094745","WESTCHESTER CO AIRPORT, NY US","2020-02","7.8","0","0","11","6",,,"0","20","1","0","0","9",,,"0.53","59","3608","836","2.45",,"36.2","43.2","29.1","300","280","36.9","47"
"USW00094745","WESTCHESTER CO AIRPORT, NY US","2020-03","9.2","0","0","12","8",,,"0","12","0","2","0","21",,,"0.79","74","4239","631","3.04",,"44.0","52.1","35.8","340","300","32.0","43"
"USW00094745","WESTCHESTER CO AIRPORT, NY US","2020-04","10.5","0","0","12","8",,,"0","3","0","0","0","31",,,"2.58","64","4800","561","5.22",,"46.3","54.4","38.2","300","310","38.9","49"
"USW00094745","WESTCHESTER CO AIRPORT, NY US","2020-05","8.5","20","20","13","5",,,"0","1","0","10","0","32",,,"0.54","83","5060","259","1.94",,"57.3","67.0","47.6","280","300","35.1","49"
"USW00094745","WESTCHESTER CO AIRPORT, NY US","2020-06","6.0","187","166","8","4",,,"0","0","0","29","0","42",,,"0.55","89","5089","29","1.81",,"69.6","79.6","59.5","320","330","42.9","57"
"USW00094745","WESTCHESTER CO AIRPORT, NY US","2020-07","5.8","555","369","10","7",,,"0","0","0","31","8","63",,,"1.22","93","0","0","5.68",,"76.9","85.7","68.1","100","90","23.9","36"
"USW00094745","WESTCHESTER CO AIRPORT, NY US","2020-08","5.8","826","271","11","10",,,"0","0","0","30","1","55",,,"0.86","90","0","0","3.30",,"73.7","82.0","65.4","140","150","40.9","59"
